uniqueid,Q145FSD,Q145_E_FS,Q146_FS,Q133_A_dv,Q133_B_dv,Q133_C_dv,Q133_D_dv,Q133_E_dv,Q133_F_dv,Q133_G_dv,Q134_A_dv,Q134_B_dv,Q134_C_dv,Q134_D_dv,AQEND_DATE,month_dv,age_grp_dv,gender,CHI_ADU,AQINTRO4B_dv,AQINTRO4C_dv,AQ165A_dv,AQ165_dv,AQ166_dv,AQ167_dv,cma_dv,QINTRO3,QLANGUAGE_dv,education,income,weight_kg_5pct_dv,height_cm_5pct_dv,bmi_cole_dv,bmi_is_dv,proxy_dv,EXPWEIGHT_CMA2_dv,AQ145_B_FS_dv
4062,1,1,1,2,2,2,2,2,2,2,2,2,2,2,20141210,12,8,2,3,,2,,2,1,2,33,4,1,5,4,3,1,2,3,3,1318,"Pas d’âge, santé implicite"
4063,,,,1,1,2,2,1,2,1,2,1,2,2,20150131,1,4,2,2,1,2,,3,1,3,34,4,1,,3,4,5,2,5,,797,
4064,1,2,1,2,2,2,2,2,2,2,2,2,2,2,20141211,12,10,2,3,,1,,1,2,0,33,4,1,2,1,2,1,1,2,3,400,70+
4065,1,2,1,1,2,2,2,2,2,2,2,2,2,2,20141211,12,8,1,3,,2,,2,1,2,34,4,1,4,4,3,3,1,2,3,1231,60+
4066,1,1,1,1,2,2,2,2,2,2,2,2,2,2,20141211,12,7,2,2,1,2,,3,1,2,33,4,1,2,1,3,2,2,3,3,5782,65+
4067,1,1,1,2,2,2,2,2,2,2,2,2,2,2,20141211,12,9,2,3,,2,,2,1,1,33,4,1,4,2,5,1,3,4,3,800,65+
4068,1,2,1,2,2,2,2,1,2,2,2,2,2,2,20150318,3,10,2,3,,2,,2,1,1,33,4,1,2,,,1,,,3,800,65+
4069,1,2,1,2,2,2,2,2,2,2,2,2,2,2,20141210,12,6,2,3,,1,1,1,1,3,34,4,1,6,4,5,3,3,4,3,256,Les mauvaises pratiques de salubrité alimentaire
4070,,,,2,2,2,2,2,2,2,2,2,2,2,20150105,1,2,1,1,1,3,,4,1,2,34,4,1,,,1,1,3,5,1,647,
4071,,,,2,2,2,2,2,2,2,2,2,2,2,20141212,12,2,2,1,2,2,2,4,1,1,33,4,1,,1,1,1,1,5,1,997,
4072,1,1,1,2,2,2,2,2,2,2,2,2,2,2,20141212,12,8,2,3,,3,1,3,2,3,33,4,1,4,3,3,3,2,3,3,989,65+
4073,,,,2,2,2,2,2,2,2,2,2,2,2,20141212,12,1,1,1,3,2,,5,1,2,33,4,1,,2,1,1,4,5,1,1355,
4074,2,2,1,2,1,2,1,1,2,2,2,2,2,2,20141211,12,7,2,3,,3,1,3,1,0,33,4,1,6,,,3,,,3,5932,
4075,1,1,1,1,2,2,2,2,2,2,2,2,2,2,20141210,12,8,1,3,,2,,2,1,2,34,4,1,1,3,4,3,2,3,3,1231,
4076,1,1,1,1,1,2,2,1,2,1,2,1,2,2,20141210,12,8,1,3,,1,,1,1,0,34,4,1,4,4,5,4,3,4,3,1847,60+
4077,,,,1,2,2,2,1,2,2,2,1,2,2,20141228,12,1,2,1,1,2,,3,1,2,34,4,1,,4,1,,,,1,420,
4078,1,2,1,1,1,2,2,1,2,2,2,2,2,2,20150120,1,10,1,3,,2,,2,1,1,34,4,1,2,2,5,5,1,2,3,698,
4079,,,,2,2,2,2,2,2,2,2,2,2,2,20141212,12,2,2,1,1,3,,5,1,3,33,4,1,,4,1,,,,1,499,
4080,,,,2,2,2,2,1,2,2,2,2,2,2,20141213,12,2,1,1,2,2,,4,1,2,33,4,1,,4,1,1,3,5,1,1084,
4081,1,1,1,1,2,2,2,1,2,1,2,1,2,2,20141215,12,4,1,2,2,3,1,5,1,3,34,4,1,,,3,3,1,2,3,1276,65+
4082,1,2,1,2,2,2,2,2,2,2,2,2,2,2,20150116,1,8,2,3,,2,,2,1,2,33,4,1,2,4,5,2,3,4,3,1318,75+
4083,1,2,1,1,1,2,2,1,2,2,2,2,2,2,20141212,12,7,2,3,,3,1,3,1,2,33,4,1,3,3,4,3,2,3,3,1977,65+
4084,1,2,1,2,2,2,2,2,2,2,2,2,2,2,20141211,12,8,2,3,,2,,2,1,3,33,4,1,7,,3,3,1,2,3,989,
4085,,,,2,2,2,2,2,2,2,2,2,2,2,20141214,12,4,1,1,2,3,,6,2,3,33,4,1,,4,4,3,2,5,,820,
4086,1,1,1,2,2,2,2,2,2,2,2,2,2,2,20141211,12,9,1,3,,1,,1,1,0,33,4,1,5,,5,5,2,3,3,1497,60+
4087,1,1,1,2,2,2,2,2,2,2,2,2,2,2,20150118,1,10,2,3,,1,,1,1,0,33,4,1,1,1,2,2,1,2,3,800,
4088,1,1,2,1,1,2,2,1,2,2,2,2,2,2,20141211,12,8,2,3,,3,1,3,1,1,33,4,1,2,1,2,1,2,3,3,2966,70+
4089,1,2,1,2,2,2,2,2,2,2,2,2,2,2,20141211,12,10,2,3,,2,,2,1,1,34,4,1,2,2,4,1,3,4,3,684,80+
4090,3,2,1,2,2,2,2,2,2,2,2,2,2,2,20141210,12,10,2,3,,1,,1,2,0,33,4,1,1,,2,1,1,2,3,400,
4091,,,,1,2,2,2,2,2,2,2,2,2,2,20141213,12,4,1,2,2,3,1,5,1,3,34,4,1,,4,5,5,2,3,2,1276,
4092,,,,2,2,2,2,2,2,2,2,2,2,2,20150127,1,2,1,1,1,1,,2,1,2,34,4,1,,3,1,1,1,5,1,324,
4093,,,,2,2,2,2,2,2,2,2,2,2,2,20150127,1,3,2,1,1,3,1,4,1,3,34,4,1,,3,2,3,1,5,1,430,
4094,,,,1,2,2,1,1,2,2,2,2,2,2,20150124,1,1,2,1,2,2,,4,1,1,34,4,1,,3,1,1,1,5,1,840,
4095,,,,2,2,2,2,2,2,2,2,1,2,1,20150202,2,1,2,1,2,3,2,5,1,3,34,4,1,,1,1,,,,1,525,
4096,,,,1,1,2,2,2,2,2,2,2,2,2,20150130,1,3,1,1,1,2,,3,1,2,33,4,1,,3,1,1,1,5,1,956,
4097,1,2,1,2,2,2,2,2,2,2,2,2,2,2,20150121,1,7,1,3,,2,,2,1,2,33,4,1,4,3,5,5,3,4,3,1873,65+
4098,1,2,1,1,2,2,1,1,2,2,2,2,2,2,20150120,1,9,1,3,,2,,2,2,2,33,4,1,6,4,4,5,1,2,3,599,80+
4099,,,,2,2,2,2,2,2,2,2,2,2,2,20150127,1,2,2,1,3,2,,5,1,2,33,4,1,,4,1,,,,1,831,
4100,1,2,1,1,1,2,2,1,2,2,2,2,2,2,20150118,1,10,2,3,,1,,1,1,1,34,4,1,1,1,1,1,1,2,3,342,Mon âge
4101,,,,2,2,2,2,2,2,2,2,1,2,2,20150131,1,2,2,1,1,2,,3,1,2,33,4,1,,2,1,1,1,5,1,499,
4102,,,,1,2,2,1,2,2,2,2,2,2,1,20141027,10,4,2,3,,2,,3,0,3,34,4,1,,,3,1,3,4,3,289,
4103,,,,1,2,2,2,2,2,2,2,2,2,2,20140814,8,9,2,3,,1,,1,1,2,34,4,1,2,2,5,2,3,4,3,228,
4104,,,,2,2,2,2,2,2,2,2,2,2,2,20150128,1,3,1,1,3,3,,,,3,33,4,1,,,,,,,1,956,
4105,,,,1,2,2,2,2,2,1,2,1,2,2,20150130,1,2,2,1,4,2,,6,1,2,34,4,1,,3,1,1,1,5,1,840,
4106,1,2,1,2,2,2,2,2,2,2,2,2,2,2,20141126,11,4,1,2,1,3,1,4,2,3,34,4,1,,,3,5,1,5,,680,70+
4107,,,,1,2,2,2,2,2,2,2,2,2,2,20140820,8,9,2,3,,2,1,2,1,2,34,4,1,1,4,3,2,2,3,3,456,
4108,1,2,1,1,2,2,2,2,2,2,2,2,2,2,20150117,1,6,2,2,2,2,,4,1,2,34,4,1,5,4,2,2,1,2,3,5035,70+
4109,,,,1,2,2,2,2,2,2,2,2,2,2,20150131,1,3,2,1,2,3,2,6,1,3,34,4,1,,2,1,,,,1,806,
4110,,,,1,2,2,2,2,2,2,2,2,2,2,20140830,8,1,2,1,1,3,,5,1,3,34,4,1,,4,1,,,,1,525,
4111,1,2,1,2,2,2,2,2,2,2,2,2,2,2,20150118,1,9,1,3,,2,,2,1,2,34,4,1,6,4,4,4,2,3,3,466,60+
4112,,,,2,2,2,2,2,2,2,2,2,2,2,20140812,8,1,2,1,2,2,,4,1,1,33,4,1,,1,1,,,,1,997,
4113,1,1,1,2,2,2,2,2,2,2,2,2,2,2,20150113,1,8,2,2,4,2,,6,1,3,33,4,1,4,4,4,3,2,3,3,8673,70+
4114,,,,2,2,2,2,2,2,2,2,2,2,2,20150128,1,1,1,1,2,2,,4,1,2,33,4,1,,4,1,,,,1,1084,
4115,,,,1,2,2,2,1,2,1,2,1,2,2,20150218,2,3,2,1,1,2,,3,1,2,34,4,1,,4,1,1,1,5,1,537,
4116,1,2,1,1,2,2,2,1,2,2,2,2,2,2,20150114,1,9,2,3,,2,,2,2,1,34,4,1,6,3,2,2,1,2,3,456,
4117,1,,1,1,2,2,2,2,2,2,2,2,2,2,20150122,1,4,2,3,,3,1,3,1,3,33,4,1,,3,2,2,1,2,3,1483,
4118,,,,,2,2,2,2,2,2,2,2,2,2,20150124,1,2,1,1,3,2,,5,1,3,33,4,1,,2,1,,,,1,1016,
4119,,,,1,2,2,2,1,2,2,1,2,1,1,20140829,8,3,2,1,3,3,1,6,1,3,33,4,1,,4,1,1,1,5,1,1057,
4120,,,,2,2,2,2,2,2,2,2,2,2,2,20150314,3,10,2,3,,2,,2,1,1,33,4,1,1,,2,1,2,3,2,800,
4121,,,,1,2,2,2,2,2,1,2,1,2,2,20150120,1,2,1,1,1,2,,3,1,2,34,4,1,,3,1,1,2,5,1,485,
4122,,,,2,2,2,2,2,2,2,2,2,2,2,20140830,8,3,2,1,1,1,,2,1,2,33,4,1,,2,1,1,1,5,1,470,
4123,,,,2,2,2,2,2,2,2,2,2,2,2,20140817,8,6,2,3,,2,,2,1,1,33,4,1,6,3,2,5,1,2,3,1977,
4124,,,,2,2,2,2,2,2,2,2,1,2,2,20140906,9,4,1,1,2,2,,4,1,3,34,4,1,,3,3,4,1,5,,516,
4125,,,,2,2,2,2,2,2,2,2,2,2,2,20140813,8,1,2,1,1,3,,6,1,3,33,4,1,,2,1,,,,1,748,
4126,,,,1,2,2,2,1,2,2,2,2,2,2,20140820,8,7,2,3,,3,1,3,1,3,34,4,1,2,,2,3,1,2,3,769,
4127,,,,2,2,2,2,2,2,2,2,2,2,2,20140826,8,1,1,1,1,2,,3,1,2,34,4,1,,4,1,1,1,5,1,485,
4128,,,,1,2,2,2,1,2,1,2,1,2,2,20140907,9,4,2,2,5,3,3,6,1,3,34,4,1,,3,2,,,,3,1949,
4129,1,2,1,2,2,2,2,2,2,2,2,2,2,2,20150406,4,4,2,3,,3,,5,1,3,33,4,1,,3,1,3,1,1,3,362,60+
4130,,,,2,2,2,2,2,2,2,2,2,2,2,20140819,8,10,2,3,,2,2,2,1,0,33,4,1,6,,1,1,1,2,3,1600,
4131,,,,1,1,2,1,1,2,2,2,2,2,2,20140818,8,6,1,3,,2,2,2,1,2,34,4,1,4,3,5,5,3,4,3,1231,
4132,,,,2,2,2,2,2,2,2,2,2,2,2,20150329,3,2,1,1,2,1,,3,1,0,33,4,1,,1,1,1,1,5,1,2439,
4133,,,,2,2,2,2,2,2,2,2,2,2,2,20150328,3,3,2,1,2,3,1,5,1,3,34,4,1,,,,,,,1,671,
4134,1,2,1,2,2,2,2,2,2,2,2,2,2,2,20150316,3,8,1,3,,2,,2,1,2,33,4,1,5,2,2,5,1,2,3,1873,80+
4135,,,,1,2,2,2,1,1,2,2,2,2,2,20140820,8,2,1,1,2,2,,4,1,2,34,4,1,,3,1,1,1,5,1,647,
4136,,,,2,2,2,2,2,2,2,2,2,2,2,20140818,8,1,1,1,2,2,,4,1,2,33,4,2,,4,1,,,,1,1084,
4137,,,,2,2,2,2,2,2,2,2,2,2,2,20140816,8,8,1,3,,3,1,3,1,1,33,4,1,2,3,5,4,2,3,2,4213,
4138,,,,2,2,2,2,2,2,2,2,2,2,2,20150330,3,2,1,1,2,2,,4,1,1,33,4,1,,,1,1,1,5,1,1626,
4139,,,,2,2,2,2,2,2,2,2,2,2,2,20140821,8,1,2,1,5,2,2,6,1,0,34,4,1,,1,1,1,4,5,1,2940,
4140,,,,1,1,2,1,2,1,2,2,2,2,1,20140816,8,7,2,3,,2,2,2,1,1,34,4,1,4,4,3,2,2,3,3,1026,
4141,,,,2,2,2,2,2,2,2,2,2,2,2,20140817,8,7,2,3,,3,,3,1,1,33,4,1,4,2,,3,,,3,2966,
4142,,,,2,1,1,2,1,2,2,2,2,2,2,20140821,8,10,2,3,,1,,1,2,1,33,4,1,4,1,2,2,1,2,3,267,
4143,,,,2,2,2,2,2,2,2,2,2,2,2,20140812,8,10,2,3,,1,,1,1,0,33,4,1,4,1,2,2,1,2,3,800,
4144,,,,1,2,2,1,2,2,2,2,2,2,2,20140816,8,1,2,1,2,2,,4,1,1,34,4,1,,3,1,,,,1,840,
4145,1,2,1,2,2,2,2,2,2,2,2,2,2,2,20150314,3,8,2,3,,2,,2,1,1,34,4,1,2,2,2,1,1,2,3,1026,
4146,1,2,1,1,2,2,1,1,2,2,2,2,2,2,20150323,3,9,2,3,,3,1,3,1,3,34,4,1,2,2,5,2,3,4,3,513,80+
4147,,,,2,2,2,2,2,2,2,2,2,2,2,20150406,4,4,2,1,1,1,,2,2,2,34,4,1,,2,2,3,1,5,,269,
4148,,,,1,2,1,2,2,2,2,2,2,2,2,20140814,8,9,2,3,,1,,1,1,0,33,4,1,2,1,3,2,2,3,3,800,
4149,,,,1,2,2,2,1,2,2,2,2,2,2,20140905,9,4,2,1,1,2,,3,2,2,34,4,1,,,3,2,2,5,,322,
4150,,,,1,2,1,2,2,2,2,2,1,2,2,20150408,4,3,1,1,3,2,,5,1,3,34,4,1,,4,2,4,1,5,1,644,
4151,3,1,,1,1,1,2,2,2,2,2,2,2,2,20150320,3,6,2,3,,1,,1,1,1,33,4,1,2,,3,1,2,3,3,989,80+
4152,,,,1,2,2,2,2,2,2,2,2,2,2,20140819,8,6,2,2,2,2,,4,1,3,34,4,1,4,4,1,2,1,2,3,3021,
4153,,,,2,2,2,2,2,2,2,2,2,2,2,20140819,8,2,1,1,2,2,,4,1,2,34,4,1,,4,1,1,1,5,1,647,
4154,,,,2,2,2,2,2,2,2,2,2,2,2,20140823,8,8,1,3,,1,,1,2,1,33,4,1,,,5,5,3,4,3,702,
4155,1,2,1,1,2,2,1,1,2,2,2,2,2,2,20150321,3,9,2,3,,2,,2,1,1,34,4,1,2,2,4,1,3,4,3,684,60+
4156,,,,2,2,2,2,2,2,2,2,2,2,2,20140813,8,10,1,3,,2,,2,1,1,34,4,1,2,1,2,4,1,2,3,698,
4157,1,1,1,1,2,2,1,2,2,2,2,2,2,2,20150323,3,8,1,3,,2,,2,2,2,34,4,1,4,2,5,4,3,4,3,923,60+
4158,,,,1,2,1,,1,2,2,1,1,2,2,20140821,8,4,2,2,3,3,2,6,1,3,34,4,1,,,2,3,1,2,3,1488,
4159,,,,2,2,2,2,2,2,2,2,2,2,2,20140816,8,3,2,1,2,3,1,5,1,3,33,4,1,,2,,1,,,1,705,
4160,,,,2,2,2,2,2,2,2,2,2,2,2,20140817,8,9,2,3,,2,,2,1,0,33,4,1,1,2,2,1,2,3,3,1600,
4161,,,,2,2,2,2,2,2,2,2,2,2,2,20140812,8,10,2,3,,1,,1,2,0,33,4,1,6,3,3,4,1,2,3,200,
4162,,,,1,2,2,2,2,2,2,2,2,2,2,20140816,8,7,2,3,,3,3,3,1,2,34,4,1,6,2,4,2,3,4,3,1026,
4163,,,,2,2,2,2,2,2,2,2,2,2,2,20140816,8,7,2,3,,2,,2,1,0,33,4,1,3,,5,3,3,4,3,3955,
4164,,,,2,2,2,2,2,2,2,2,2,2,2,20140819,8,10,1,3,,2,,2,1,1,34,4,1,7,4,3,3,1,2,3,698,
4165,,,,2,2,2,2,2,2,2,2,2,2,2,20150327,3,2,2,1,4,2,,6,1,2,33,4,1,,4,1,,,,1,997,
4166,1,2,1,1,2,2,2,1,2,2,2,2,2,2,20150322,3,8,2,3,,2,,2,1,1,33,4,1,4,2,2,3,1,2,3,1977,"Pas d’âge, santé implicite"
4167,,,,1,2,2,2,1,2,2,2,2,2,2,20150408,4,3,2,1,3,2,,5,1,3,33,4,1,,4,1,2,1,5,1,587,
4168,,,,1,2,2,2,1,2,2,2,2,2,2,20140830,8,4,1,1,2,2,,4,1,3,34,4,1,,2,3,5,1,5,,516,
4169,,,,2,2,2,2,2,2,2,2,2,2,2,20140814,8,10,1,3,,2,,2,1,2,34,4,1,1,2,5,5,3,4,3,466,
4170,1,,1,1,2,2,2,2,2,1,2,2,2,2,20150318,3,8,2,3,,3,,3,1,0,34,4,1,2,,3,3,2,3,3,3078,55+
4171,3,1,1,2,2,2,2,2,2,2,2,2,2,2,20150316,3,9,2,3,,1,,1,1,1,34,4,1,2,3,3,1,2,3,3,342,90+
4172,,,,2,2,2,2,2,2,2,2,2,2,2,20150327,3,3,1,1,2,2,,4,1,2,34,4,1,,2,2,5,1,5,1,687,
4173,,,,2,2,2,2,2,2,2,2,2,2,2,20140830,8,2,2,1,3,2,,5,1,3,33,4,1,,4,1,1,1,5,1,623,
4174,,,,2,2,2,2,2,2,2,2,2,2,2,20140826,8,4,1,1,1,3,2,5,1,2,34,4,1,,1,3,4,1,5,,859,
4175,,,,2,2,2,2,2,2,2,2,2,2,2,20140818,8,9,2,3,,1,,1,1,0,33,4,1,2,,2,2,1,2,3,800,
4176,,,,2,2,2,2,2,2,2,2,2,2,2,20140818,8,10,2,3,,1,,1,1,1,34,4,1,2,1,2,1,1,2,3,342,
4177,3,2,1,1,2,2,2,2,2,1,2,1,2,2,20150322,3,9,1,3,,2,,2,1,1,34,4,1,1,4,5,5,2,3,3,698,
4178,,,,1,2,1,2,1,2,1,2,2,2,2,20140816,8,7,2,3,,2,,2,1,1,34,4,1,5,4,1,3,1,2,3,1026,
4179,,,,1,2,2,2,2,2,2,2,2,2,2,20140819,8,8,2,3,,3,1,3,1,3,34,4,1,4,4,4,3,2,3,3,769,
4180,,,,1,1,2,2,2,2,2,2,2,2,2,20140814,8,4,1,1,1,3,2,5,1,3,34,4,1,,2,5,5,3,4,3,644,
4181,,,,1,2,2,2,2,2,2,2,2,2,2,20150320,3,1,1,1,5,2,,6,1,2,34,4,1,,3,1,1,3,5,1,1133,
4182,,,,1,2,2,2,2,2,2,2,2,2,2,20141211,12,3,2,1,2,1,,3,1,2,34,4,1,,1,1,3,1,5,1,537,
4183,,,,2,2,2,2,2,2,2,2,2,2,2,20140818,8,10,1,3,,2,,2,1,2,33,4,1,4,,5,5,2,3,2,998,
4184,,,,2,2,2,2,2,2,2,2,2,2,2,20140818,8,9,2,3,,1,,1,1,1,33,4,1,6,,2,1,1,2,3,400,
4185,1,1,,1,2,1,2,1,2,2,2,2,2,2,20150322,3,8,2,3,,2,,2,1,2,34,4,1,2,4,,3,,,3,684,70+
4186,,,,1,2,2,2,1,2,2,2,2,2,2,20140814,8,7,1,3,,3,,3,2,3,34,4,1,4,4,5,5,3,4,3,923,
4187,,,,1,2,2,1,1,1,1,2,1,2,2,20140817,8,4,1,1,2,2,,4,1,3,34,4,1,,4,3,5,1,5,,412,
4188,,,,1,2,2,2,2,2,2,2,2,2,2,20150320,3,2,2,1,2,2,,4,1,1,33,4,1,,4,1,1,1,5,1,997,
4189,,,,2,2,2,2,2,2,2,2,1,2,2,20140907,9,2,1,1,3,2,2,5,1,2,34,4,1,,2,1,1,2,5,1,809,
4190,,,,2,2,2,2,2,2,2,2,2,2,2,20140814,8,10,2,3,,2,,2,1,0,34,4,1,2,4,1,1,1,2,3,1369,
4191,,,,1,2,2,2,1,2,2,2,2,2,2,20150329,3,2,2,1,3,2,,5,1,2,34,4,1,,4,1,1,1,5,1,700,
4192,,,,2,2,2,2,2,2,2,2,2,2,2,20140819,8,9,2,3,,2,,2,1,1,34,4,1,1,2,3,3,2,3,3,684,
4193,,,,2,2,2,2,2,2,2,2,2,2,2,20140814,8,8,2,3,,2,,2,2,2,33,4,1,6,4,2,3,1,2,3,989,
4194,,,,2,2,2,2,2,2,2,2,2,2,2,20150323,3,2,2,1,3,2,,5,1,2,34,4,1,,4,1,1,1,5,1,700,
4195,,,,2,2,2,2,2,2,2,2,2,2,2,20140817,8,7,1,3,,2,1,2,1,2,33,4,1,4,1,3,3,2,3,3,1873,
4196,,,,1,1,2,2,2,2,2,2,2,2,1,20140815,8,10,1,3,,2,2,2,1,1,33,4,1,6,2,5,4,2,3,3,1497,
4197,,,,2,2,2,2,2,2,2,2,2,2,2,20140820,8,10,2,3,,1,,1,1,0,34,4,1,1,1,2,1,2,3,3,684,
4198,,,,2,2,2,2,2,2,2,2,2,2,2,20150310,3,4,1,2,1,3,1,4,1,1,33,4,1,,3,,3,,,,3446,
4199,,,,1,2,2,2,2,2,2,2,2,2,2,20150329,3,1,2,1,2,2,,4,1,2,33,4,1,,4,1,1,2,5,1,665,
4200,,,,1,1,2,1,1,2,2,2,2,2,2,20140812,8,6,1,3,,2,,2,1,2,33,4,1,4,4,5,4,3,4,3,1873,
4201,,,,2,2,2,2,2,2,2,2,2,2,2,20150330,3,3,2,1,1,1,,2,1,1,34,4,1,,1,1,1,1,5,1,537,
4202,1,2,1,1,2,2,2,2,2,2,2,2,2,2,20150320,3,8,2,3,,2,,2,1,0,34,4,1,2,2,3,2,2,3,3,2052,80+
4203,,,,1,2,2,2,2,2,2,2,2,2,2,20140815,8,2,2,1,1,2,,3,1,1,33,4,2,,4,1,1,2,5,1,748,
4204,,,,1,1,1,2,1,2,2,2,2,2,2,20150329,3,4,1,1,2,2,2,4,1,3,33,4,1,,2,2,3,1,5,,956,
4205,,,,1,2,1,2,1,2,2,2,2,2,2,20150408,4,4,1,1,2,2,,4,1,2,34,4,1,,3,3,3,2,5,,687,
4206,,,,1,2,2,2,2,2,2,2,1,2,2,20140820,8,2,1,1,1,2,1,3,1,2,34,4,1,,3,1,1,2,5,1,485,
4207,1,2,1,1,1,1,2,1,2,2,2,2,2,2,20150321,3,8,2,3,,1,,1,1,0,33,4,1,4,1,3,3,2,3,3,1977,75+
4208,,,,2,2,2,2,2,2,2,2,2,2,2,20150322,3,2,2,1,1,2,,3,1,1,34,4,1,,2,,1,,,1,630,
4209,,,,1,2,2,2,2,2,2,2,2,2,2,20150330,3,3,1,1,1,3,2,4,1,3,33,4,1,,3,,1,,,1,765,
4210,,,,1,2,2,2,1,2,2,2,2,2,2,20140628,6,4,1,1,1,3,1,4,1,3,28,5,1,,4,2,3,1,5,,4526,
4211,,,,2,2,2,2,2,2,2,2,2,2,2,20140610,6,1,1,1,1,2,2,3,,1,34,5,1,,2,1,1,4,5,1,4578,
4212,,,,1,2,2,1,1,2,2,2,2,2,2,20140424,4,3,2,4,,,,4,1,2,28,5,,,4,1,1,1,5,1,5976,
4213,,,,1,2,2,2,2,2,2,2,2,2,2,20140506,5,8,2,3,,3,1,3,1,0,34,5,,2,1,1,1,1,2,3,13758,
4214,,,,1,2,2,2,2,2,2,2,2,2,1,20140505,5,9,2,3,,2,,2,1,2,28,5,,4,2,4,4,2,3,3,3737,
4215,,,,2,2,2,2,2,2,2,2,2,2,2,20140624,6,7,2,2,3,2,,5,1,3,17,5,1,6,4,2,2,1,2,3,50069,
4216,,,,2,2,2,2,2,2,2,2,2,2,2,20140629,6,4,1,1,1,3,,4,1,2,12,5,1,,4,2,5,1,5,,3994,
4217,,,,1,2,2,2,1,2,2,2,2,2,2,20140506,5,8,2,3,,2,,2,1,1,3,5,,2,2,3,4,1,2,3,12657,
4218,,,,2,2,2,2,2,2,2,2,2,2,2,20140505,5,10,1,3,,2,,2,1,1,17,5,,1,4,3,3,1,2,3,2949,
4219,,,,2,2,2,2,2,2,2,2,2,2,2,20140702,7,9,2,3,,2,,2,1,1,12,5,1,2,,,3,,,3,3649,
4220,,,,1,1,2,2,1,2,2,2,2,2,2,20140709,7,7,1,3,,1,,1,1,0,34,5,1,5,,,2,,,3,10268,
4221,,,,1,1,2,1,1,2,2,2,2,2,2,20140709,7,8,2,3,,2,,2,1,3,28,5,1,2,4,2,1,1,2,3,6366,
4222,,,,2,2,2,2,2,2,2,2,2,2,2,20140623,6,9,2,3,,1,,1,1,1,34,5,1,6,1,2,1,1,2,3,1225,
4223,,,,2,2,2,2,2,2,2,2,2,2,2,20140613,6,10,2,3,,1,,1,1,0,34,5,1,1,1,2,2,1,2,3,2450,
4224,,,,2,2,2,2,2,2,2,2,2,2,2,20140506,5,8,2,3,,2,,2,1,2,34,5,,7,1,2,2,1,2,3,3057,
4225,,,,2,2,2,2,2,2,2,2,2,2,2,20140703,7,1,1,1,3,2,,5,1,3,28,5,1,,4,1,1,4,5,1,4173,
4226,,,,1,2,1,2,2,2,2,2,1,2,2,20140424,4,1,1,4,,,,4,1,3,34,5,,,1,1,1,4,5,1,1526,
4227,,,,2,2,2,2,2,2,2,2,2,2,2,20140707,7,2,2,1,2,2,,4,1,2,2,5,1,,4,1,1,1,5,1,1783,
4228,,,,2,2,2,2,2,2,2,2,2,2,2,20140417,4,2,2,4,,,,4,1,2,28,5,,,4,1,1,2,5,1,5329,
4229,,,,2,2,2,2,2,2,2,2,2,2,2,20140612,6,10,1,3,,1,,1,1,0,34,5,1,3,1,4,3,2,3,3,4041,
4230,,,,2,2,2,2,2,2,2,2,2,2,2,20140414,4,8,2,4,,,,1,1,1,13,5,,7,4,3,2,2,3,3,5288,
4231,,,,2,2,2,1,2,2,2,2,2,2,2,20140506,5,10,2,3,,1,1,1,1,1,28,5,,2,1,3,2,2,3,3,2803,
4232,,,,1,2,2,2,1,2,2,2,1,2,2,20140708,7,4,1,1,1,2,,3,1,3,3,5,1,,4,3,5,1,5,,2530,
4233,,,,1,2,2,2,1,2,2,2,2,2,2,20140612,6,8,2,3,,2,,2,1,2,34,5,1,4,,3,1,3,4,3,3057,
4234,,,,1,2,2,1,2,2,2,2,2,2,1,20140622,6,9,1,3,,1,,1,1,1,25,5,1,7,2,5,5,3,4,3,2067,
4235,,,,2,2,1,1,2,2,2,2,2,2,2,20140502,5,8,2,3,,3,,3,1,3,34,5,,6,4,4,1,3,4,3,3439,
4236,,,,1,2,2,2,2,2,2,2,2,2,1,20140508,5,2,1,1,1,2,2,3,1,1,34,5,,,,1,1,3,5,1,2289,
4237,,,,1,2,2,2,1,2,2,2,2,2,2,20140626,6,7,2,3,,2,,2,1,3,3,5,1,4,4,1,3,1,2,3,6329,
4238,,,,1,1,2,2,1,2,2,2,2,2,1,20140623,6,7,2,3,,3,3,3,1,3,34,5,1,4,4,3,2,2,3,3,3439,
4239,,,,1,1,2,2,1,2,1,2,2,2,2,20140619,6,7,1,3,,1,1,1,1,1,34,5,1,2,1,3,3,2,3,3,5134,
4240,,,,2,2,2,2,2,2,2,2,2,2,2,20140623,6,10,2,3,,1,,1,1,1,17,5,1,7,3,2,3,1,2,3,1475,
4241,,,,1,2,2,2,1,2,2,2,2,2,2,20140709,7,3,1,1,1,2,,3,1,2,28,5,1,,,1,1,1,5,1,5658,
4242,,,,1,2,2,2,2,2,2,2,2,2,2,20140622,6,9,1,3,,2,,2,1,2,34,5,1,6,4,4,5,2,3,3,2694,
4243,,,,1,2,2,2,1,2,2,2,2,2,2,20140414,4,4,2,4,,,,5,2,3,16,5,,,4,,3,,,3,3287,
4244,,,,2,2,2,2,2,2,2,2,2,2,2,20140624,6,2,1,1,1,1,1,2,1,1,28,5,1,,2,1,1,1,5,1,3339,
4245,,,,2,2,2,2,2,2,2,2,2,2,2,20140621,6,9,2,3,,3,1,3,1,3,28,5,1,2,4,3,4,1,2,3,4204,
