uniqueid,Q145FSD,Q145_E_FS,Q146_FS,Q133_A_dv,Q133_B_dv,Q133_C_dv,Q133_D_dv,Q133_E_dv,Q133_F_dv,Q133_G_dv,Q134_A_dv,Q134_B_dv,Q134_C_dv,Q134_D_dv,AQEND_DATE,month_dv,age_grp_dv,gender,CHI_ADU,AQINTRO4B_dv,AQINTRO4C_dv,AQ165A_dv,AQ165_dv,AQ166_dv,AQ167_dv,cma_dv,QINTRO3,QLANGUAGE_dv,education,income,weight_kg_5pct_dv,height_cm_5pct_dv,bmi_cole_dv,bmi_is_dv,proxy_dv,EXPWEIGHT_CMA2_dv,AQ145_B_FS_dv
7907,,,,2,2,2,2,2,2,2,1,2,2,2,20141023,10,9,2,3,,2,,2,1,1,22,7,1,2,2,4,1,3,4,3,595,
7908,,,,2,2,2,2,2,2,2,2,2,2,2,20141023,10,10,2,3,,1,,1,1,1,34,7,1,1,1,2,2,1,2,3,313,
7909,,,,1,2,2,2,2,2,2,2,2,2,2,20141023,10,7,1,2,3,2,2,5,2,3,34,7,1,6,4,4,5,2,3,3,10222,
7910,1,2,1,1,2,2,2,2,2,2,2,2,2,2,20141117,11,9,2,3,,1,,1,1,1,14,7,1,4,2,4,2,3,4,3,356,85+
7911,,,,2,2,2,2,2,2,2,2,1,2,2,20141105,11,3,2,1,3,2,,5,1,0,34,7,1,,2,2,5,1,5,1,3026,
7912,1,2,1,2,2,2,2,2,2,2,2,2,2,2,20141120,11,9,2,3,,1,,1,1,1,34,7,1,5,1,3,2,2,3,3,313,85+
7913,1,2,1,1,2,2,2,1,2,2,2,2,2,2,20141120,11,9,2,3,,2,,2,1,0,34,7,1,6,,3,3,2,3,3,1253,60+
7914,,,,2,2,2,2,2,2,2,2,2,2,2,20141105,11,1,2,1,2,2,2,4,1,2,34,7,1,,3,1,1,4,5,1,574,
7915,1,2,1,1,2,2,2,1,2,2,2,2,2,2,20141120,11,9,2,3,,2,,2,1,1,34,7,1,5,3,3,3,2,3,3,627,60+
7916,,,,2,2,2,2,2,2,2,2,2,2,2,20141105,11,1,1,1,2,2,,4,1,1,14,7,1,,4,1,1,4,5,1,420,
7917,1,2,1,1,1,1,2,2,2,2,2,2,2,2,20141120,11,8,2,3,,3,1,3,1,2,14,7,1,4,3,3,1,3,4,3,2137,75+
7918,1,1,1,1,1,2,1,1,2,2,2,2,2,2,20141120,11,8,1,3,,2,,2,1,1,22,7,1,7,4,5,5,2,3,3,1313,60+
7919,1,1,1,1,2,2,2,1,2,2,2,2,2,2,20150318,3,9,2,3,,1,,1,2,1,22,7,1,6,2,2,3,1,2,3,198,Ne sais pas
7920,,,,1,1,2,2,1,2,2,2,2,2,2,20141106,11,2,2,1,2,2,,4,1,0,34,7,1,,3,1,1,1,5,1,1722,
7921,1,2,1,1,2,,2,2,2,2,2,2,2,2,20150318,3,9,2,3,,2,,2,1,2,22,7,1,2,,2,3,1,2,3,397,
7922,1,1,2,1,1,2,2,2,2,2,2,2,2,2,20141120,11,9,2,3,,1,,1,2,1,34,7,1,2,,1,1,1,2,3,209,
7923,,,,1,2,2,2,2,2,2,2,2,2,2,20141105,11,4,2,1,1,3,1,4,1,3,34,7,1,,3,2,2,1,5,,484,
7924,,,,2,2,2,2,2,2,2,2,2,2,2,20141107,11,2,1,1,4,2,,6,1,3,14,7,1,,4,1,1,1,5,1,252,
7925,1,1,1,1,2,2,2,2,2,2,2,2,2,2,20141117,11,8,2,3,,1,,1,1,1,34,7,1,7,4,5,4,3,4,3,694,55+
7926,,,,1,2,2,2,2,2,2,2,2,2,2,20141105,11,4,1,3,,3,1,3,1,3,22,7,1,,,4,,,,2,44,
7927,1,2,1,2,2,2,2,2,2,2,2,2,2,2,20141116,11,9,2,3,,2,,2,1,1,22,7,1,5,2,4,3,2,3,3,595,70+
7928,,,,2,2,2,2,2,2,2,2,2,2,2,20141113,11,7,2,3,,2,,2,1,2,34,7,1,4,2,2,1,2,3,3,925,
7929,,,,1,2,2,2,1,2,2,2,2,2,2,20141113,11,10,1,3,,2,,2,1,1,34,7,2,2,2,4,4,2,3,3,1376,
7930,,,,2,2,2,2,2,2,2,2,2,2,2,20141128,11,4,2,1,1,2,,3,1,2,14,7,1,,3,2,1,1,5,,862,
7931,1,1,1,1,2,2,2,2,2,2,2,2,2,1,20141121,11,8,2,3,,1,,1,1,1,34,7,1,5,2,3,3,2,3,3,694,65+
7932,,,,2,2,2,2,2,2,2,2,2,2,2,20141121,11,1,1,1,3,1,,4,1,0,14,7,1,,1,1,1,4,5,1,839,
7933,,,,2,2,2,2,2,2,2,2,2,2,2,20141127,11,1,2,1,2,2,,4,1,2,22,7,1,,3,1,1,4,5,1,421,
7934,,,,1,2,2,2,1,2,2,2,2,2,2,20141202,12,3,2,1,1,2,,3,1,2,22,7,1,,4,1,1,1,5,1,790,
7935,,,,1,2,2,2,2,2,2,2,2,2,2,20141114,11,1,1,1,1,2,,3,1,2,34,7,2,,4,1,,,,1,325,
7936,,,,1,2,2,2,1,2,2,2,2,2,2,20141121,11,1,2,1,2,3,,6,1,3,34,7,1,,2,1,,,,1,646,
7937,,,,1,2,2,2,2,2,2,2,2,2,2,20141201,12,3,2,1,2,1,,3,1,1,34,7,1,,2,1,1,1,5,1,908,
7938,,,,1,2,2,2,1,2,2,2,2,2,2,20141113,11,1,1,1,4,3,,6,1,3,14,7,1,,2,1,1,4,5,1,367,
7939,1,2,1,1,2,2,2,1,2,2,2,2,2,2,20141122,11,8,1,3,,2,,3,1,2,34,7,1,3,3,5,3,3,4,3,3185,
7940,1,2,1,2,2,2,2,2,2,2,2,2,2,2,20141123,11,9,1,3,,2,,2,1,2,14,7,1,7,4,5,4,3,4,3,487,75+
7941,,,,1,2,2,2,2,2,2,2,2,2,2,20141129,11,3,2,1,3,2,,5,1,3,22,7,1,,4,2,4,1,5,1,790,
7942,1,2,1,1,2,2,2,2,2,2,2,2,2,2,20141123,11,8,1,3,,3,1,3,1,3,34,7,1,4,3,5,3,3,4,3,2388,
7943,1,1,2,1,2,2,2,1,2,2,2,2,2,2,20141123,11,8,2,3,,2,,2,1,2,34,7,2,2,3,2,1,2,3,3,925,"Pas d’âge, santé implicite"
7944,1,2,1,2,2,2,2,2,2,2,2,2,2,2,20141123,11,8,2,3,,2,,2,1,1,34,7,1,6,3,3,3,1,2,3,1387,"Pas d’âge, santé implicite"
7945,1,1,1,2,2,2,2,2,2,2,2,2,2,2,20141123,11,9,2,3,,2,,2,1,1,34,7,1,6,3,3,1,2,3,3,627,70+
7946,,,,2,2,2,2,2,2,2,2,2,2,2,20141126,11,2,1,1,1,2,,3,1,2,14,7,1,,3,1,,,,1,210,
7947,1,1,1,1,2,2,1,1,2,2,2,2,2,2,20141121,11,8,2,3,,3,,3,1,3,34,7,1,5,4,2,2,1,2,3,1040,80+
7948,,,,1,2,2,2,2,2,2,2,2,2,2,20141011,10,3,1,1,4,2,,6,0,3,34,7,1,,3,1,1,2,5,1,926,
7949,,,,2,2,2,2,2,2,2,2,1,2,2,20141124,11,1,2,1,2,2,,4,1,2,22,7,1,,2,1,1,1,5,1,421,
7950,,,,2,2,2,2,2,2,2,2,2,2,2,20141124,11,2,2,1,3,3,,6,1,2,14,7,1,,4,,,,,1,903,
7951,1,2,1,2,2,2,2,2,2,2,2,2,2,2,20141121,11,4,1,3,,3,1,3,1,1,22,7,1,,2,4,5,1,2,2,1969,70+
7952,,,,2,2,2,2,2,2,2,2,2,2,2,20141112,11,8,2,3,,1,,1,1,1,34,7,1,4,1,5,3,3,4,3,694,
7953,1,2,1,2,2,2,2,2,2,2,2,2,2,2,20150319,3,8,2,3,,2,,2,1,1,22,7,1,1,2,1,1,1,2,3,1483,65+
7954,1,2,1,2,1,2,2,2,2,2,2,2,2,2,20141114,11,5,1,3,,3,,3,1,3,34,7,1,4,3,5,4,3,4,3,2388,50+
7955,1,2,2,2,2,2,2,2,2,2,2,2,2,2,20141121,11,10,2,3,,1,,1,1,1,14,7,1,1,2,3,4,1,2,3,356,60+
7956,,,,2,2,2,2,2,2,2,2,2,2,2,20141110,11,10,2,3,,1,,1,1,0,34,7,1,1,,3,1,2,3,3,627,
7957,,,,1,2,2,2,2,2,2,2,2,2,2,20141113,11,8,1,3,,3,1,3,1,3,34,7,1,2,4,2,3,1,2,3,2388,
7958,,,,1,2,2,2,2,2,2,2,2,2,2,20141113,11,9,2,3,,1,,1,1,1,34,7,1,1,1,2,1,2,3,3,313,
7959,,,,1,2,2,2,1,2,2,2,2,2,2,20141202,12,3,1,1,2,2,,4,1,3,34,7,1,,4,1,1,1,5,1,370,
7960,1,,1,2,2,2,2,2,2,2,2,2,2,2,20150314,3,9,2,3,,2,,2,1,1,34,7,1,2,1,3,3,2,3,3,627,80+
7961,1,1,1,2,2,2,2,2,2,2,2,2,2,2,20141123,11,6,2,2,2,2,,4,1,2,34,7,1,7,4,3,2,2,3,3,5937,75+
7962,,,,1,2,2,2,2,2,1,2,2,2,2,20141203,12,3,1,1,2,2,,4,2,3,34,7,1,,3,3,4,1,5,1,232,
7963,,,,2,2,2,2,2,2,2,2,2,2,2,20141126,11,3,2,1,1,2,,3,1,2,22,7,1,,4,1,1,1,5,1,790,
7964,1,2,1,2,2,2,2,2,2,2,2,2,2,2,20141128,11,4,1,3,,3,2,4,1,3,34,7,1,,1,5,4,2,3,3,249,
7965,1,2,1,2,2,2,2,2,2,2,2,2,2,2,20141123,11,9,1,3,,3,3,3,1,1,14,7,1,4,,4,3,2,3,3,1096,65+
7966,,,,2,2,2,2,2,2,2,2,2,2,2,20141124,11,1,1,1,4,2,,6,1,1,14,7,1,,2,1,,,,1,629,
7967,1,2,1,1,1,2,2,2,2,2,2,2,2,2,20150125,1,10,2,3,,1,,1,1,0,22,7,1,1,1,4,1,3,4,3,595,65+
7968,,,,1,2,2,2,1,2,1,2,2,2,2,20150124,1,2,2,1,1,2,,3,1,2,34,7,1,,4,1,1,1,5,1,430,
7969,1,1,1,2,2,2,2,2,2,2,2,2,2,2,20150123,1,9,2,3,,2,,2,1,2,34,7,1,7,,4,1,3,4,3,418,90+
7970,,,,2,2,2,2,2,2,2,2,2,2,2,20141210,12,10,1,3,,2,,2,1,2,14,7,1,1,3,5,5,2,3,2,487,
7971,1,1,1,2,2,2,2,2,2,2,2,2,2,2,20141210,12,10,1,3,,2,,2,1,1,34,7,1,1,,4,3,2,3,3,1376,60+
7972,,,,2,2,2,2,2,2,2,2,2,2,2,20141214,12,3,1,1,2,2,,4,1,2,22,7,1,,4,1,1,1,5,1,852,
7973,1,2,1,1,1,2,2,1,2,2,2,2,2,2,20141210,12,8,1,3,,2,,2,1,2,34,7,1,3,4,5,5,3,4,3,2123,
7974,,,,1,2,2,2,1,2,2,2,2,2,1,20141212,12,2,1,1,3,3,1,6,1,3,22,7,1,,4,1,1,1,5,1,576,
7975,1,2,1,2,2,2,2,2,2,2,2,2,2,2,20141210,12,8,2,3,,3,,3,1,1,34,7,1,5,4,,,,,3,2081,80+
7976,,,,2,2,2,2,2,2,2,2,2,2,2,20141210,12,2,1,1,1,2,,3,1,2,34,7,1,,,,,,,1,325,
7977,1,1,1,1,2,2,2,2,2,2,2,2,2,2,20141211,12,8,2,3,,2,,2,1,2,22,7,1,6,2,5,4,3,4,3,988,70+
7978,1,1,1,1,1,2,2,2,2,2,2,1,2,2,20141210,12,9,2,3,,1,,1,1,0,34,7,1,4,2,3,3,1,2,3,627,"Pas d’âge, santé implicite"
7979,1,2,1,2,2,2,2,2,2,2,2,2,2,2,20150123,1,10,1,3,,2,,2,1,2,34,7,1,3,1,4,5,2,3,3,917,
7980,1,1,1,1,2,2,2,2,2,2,2,2,2,2,20141210,12,4,2,3,,3,4,5,1,3,34,7,1,,2,3,4,1,2,3,1156,75+
7981,1,2,1,1,2,2,1,1,2,2,2,1,2,1,20141230,12,4,2,2,1,3,2,5,1,3,34,7,1,,4,3,4,1,2,3,1045,65+
7982,1,1,1,1,1,2,2,1,2,2,2,2,2,2,20150123,1,9,1,3,,2,,2,1,0,14,7,1,2,2,4,2,3,4,3,1461,"Pas d’âge, santé implicite"
7983,,,,1,2,2,2,1,2,2,2,2,2,2,20150102,1,3,1,1,4,2,,6,1,2,34,7,1,,4,1,1,1,5,1,926,
7984,1,1,1,1,1,2,2,2,2,2,2,2,2,2,20141210,12,8,2,3,,2,,2,2,1,22,7,1,3,2,4,1,3,4,3,988,75+
7985,1,2,1,1,2,2,2,1,2,2,2,2,2,2,20141210,12,7,2,3,,1,,1,1,1,14,7,1,4,,2,2,1,2,3,1068,70+
7986,,,,2,2,2,2,2,2,2,2,2,2,2,20141212,12,1,1,1,3,2,,5,1,1,22,7,1,,3,1,1,1,5,1,960,
7987,1,,1,1,2,2,2,1,2,2,2,2,2,2,20150122,1,7,1,3,,2,,2,2,1,22,7,1,4,2,5,5,3,4,3,656,70+
7988,1,2,1,1,1,2,2,1,2,2,2,2,2,2,20141210,12,8,2,3,,2,,2,1,1,14,7,1,2,4,2,3,1,2,3,2137,70+
7989,,,,1,1,2,2,2,2,2,2,2,2,2,20141212,12,3,1,1,1,2,,3,1,3,22,7,1,,3,1,1,1,5,1,479,
7990,1,1,2,2,2,2,2,2,2,2,2,2,2,2,20141210,12,8,2,3,,2,,2,1,2,34,7,1,4,2,5,4,2,3,3,925,"Pas d’âge, santé implicite"
7991,1,2,1,2,2,2,2,2,2,2,2,2,2,2,20141210,12,10,2,3,,2,,2,2,1,22,7,1,4,3,2,4,1,2,3,397,80+
7992,,,,1,2,2,2,1,2,2,2,2,2,2,20141214,12,1,1,1,1,2,,3,1,2,34,7,1,,4,1,,,,1,325,
7993,,,,1,2,2,2,1,2,2,2,2,2,2,20141211,12,3,1,1,2,2,,4,1,2,22,7,1,,4,1,1,2,5,1,852,
7994,1,1,1,2,2,2,2,2,2,2,2,2,2,2,20141210,12,9,2,3,,1,,1,2,0,34,7,1,1,2,3,3,2,3,3,313,65+
7995,1,2,1,1,2,2,2,2,2,2,2,2,2,2,20150123,1,10,2,3,,1,,1,1,1,34,7,1,2,1,2,2,1,2,3,313,75+
7996,,,,2,2,2,2,2,2,2,2,2,2,2,20141213,12,1,2,1,1,1,,2,1,1,34,7,1,,2,1,1,4,5,1,430,
7997,1,2,1,2,2,2,2,2,2,2,2,2,2,2,20150123,1,9,2,3,,1,,1,1,1,34,7,1,1,1,2,1,2,3,3,313,60+
7998,,,,2,2,2,2,2,2,2,2,2,2,2,20141211,12,1,1,1,1,2,,3,1,2,14,7,1,,4,1,1,4,5,1,210,
7999,,,,1,2,2,2,2,2,2,2,2,2,2,20141211,12,3,1,1,1,2,1,4,2,3,34,7,1,,4,2,3,2,5,1,309,
8000,,,,1,2,2,2,2,2,2,2,2,2,2,20141210,12,1,2,1,1,1,1,3,1,2,34,7,1,,2,1,,,,1,430,
8001,,,,2,2,2,2,2,2,2,2,2,2,2,20141213,12,2,1,1,2,2,,4,1,1,34,7,1,,4,1,1,1,5,1,651,
8002,1,2,1,2,2,2,2,2,2,2,2,2,2,2,20141210,12,10,1,3,,1,,1,1,0,14,7,1,1,1,5,3,3,4,3,730,85+
8003,1,2,1,1,2,2,2,1,2,2,2,2,2,2,20141210,12,8,1,3,,2,,2,1,1,34,7,1,2,2,3,5,1,2,3,3185,70+
8004,1,1,1,1,2,2,1,1,2,2,2,2,2,2,20141210,12,9,2,3,,2,,2,2,2,34,7,1,2,4,4,3,3,4,3,251,75+
8005,,,,1,2,2,2,2,1,2,2,2,2,2,20141211,12,3,2,1,2,2,2,4,1,1,34,7,2,,1,1,1,2,5,1,1210,
8006,,,,1,2,2,1,1,2,2,2,2,2,2,20141215,12,3,1,1,1,2,1,3,2,2,34,7,2,,1,3,5,1,5,1,232,
8007,2,2,1,1,2,2,2,1,2,2,2,2,2,2,20141211,12,8,2,3,,2,,2,0,2,34,7,2,5,,4,1,3,4,3,1387,
8008,1,2,2,1,2,2,1,1,2,2,2,2,2,2,20141210,12,9,2,3,,1,,1,1,0,34,7,1,6,1,4,3,2,3,3,627,Pensionnés/Âge de la retraite
8009,1,2,1,1,1,1,2,2,2,2,2,1,1,2,20141210,12,9,1,3,,1,,1,2,0,34,7,1,1,1,3,3,2,3,3,688,65+
8010,3,2,2,2,2,2,2,2,2,2,2,2,2,2,20150116,1,10,1,3,,2,,2,1,0,22,7,1,5,2,5,4,2,3,3,1323,70+
8011,,,,2,2,2,2,2,2,2,2,2,2,2,20150126,1,2,2,1,2,2,,4,1,2,34,7,1,,4,1,1,1,5,1,574,
8012,,,,2,2,2,2,2,2,2,2,2,2,2,20150129,1,2,1,1,4,2,,6,1,3,34,7,1,,1,1,1,2,5,1,488,
8013,,,,1,2,2,2,2,2,2,2,2,2,2,20150129,1,1,1,1,2,2,,4,1,1,34,7,1,,3,1,1,1,5,1,651,
8014,,,,1,2,2,2,2,2,2,2,2,2,2,20150122,1,3,1,1,2,2,,4,2,2,14,7,1,,2,2,1,2,5,1,744,
8015,,,,1,2,2,2,1,2,2,2,2,2,2,20150125,1,3,1,1,2,2,,4,1,0,34,7,1,,,1,3,1,5,1,1852,
8016,1,,1,2,2,2,2,2,2,2,2,2,2,2,20150122,1,9,2,3,,2,,2,1,2,22,7,1,2,1,3,1,2,3,3,397,"Pas d’âge, santé implicite"
8017,,,,1,2,2,2,2,2,2,2,1,2,2,20150128,1,2,2,1,2,2,,4,1,0,34,7,1,,2,1,1,1,5,1,1722,
8018,,,,1,2,2,2,2,2,2,2,2,2,2,20150224,2,3,1,1,2,3,,4,1,2,34,7,1,,4,1,2,1,5,1,617,
8019,,,,2,2,2,2,2,2,2,2,2,2,2,20150123,1,1,1,1,2,2,,4,1,2,34,7,1,,3,1,1,4,5,1,434,
8020,,,,1,1,2,2,2,2,2,2,2,2,2,20150127,1,3,2,1,3,2,,5,1,3,22,7,1,,3,3,2,2,5,1,790,
8021,1,2,1,1,2,2,2,1,2,2,2,2,2,2,20150317,3,8,1,3,,3,1,4,1,0,14,7,1,1,2,4,5,1,2,3,7507,"Pas d’âge, santé implicite"
8022,1,1,1,1,2,2,2,2,2,2,2,2,2,2,20150116,1,7,2,3,,2,,2,2,2,34,7,1,7,,5,3,3,4,3,694,75+
8023,1,2,1,2,2,2,2,2,2,2,2,2,2,2,20150115,1,8,2,3,,2,,2,1,1,34,7,1,3,2,3,2,2,3,3,1387,"Pas d’âge, santé implicite"
8024,,,,2,2,2,2,2,2,2,2,2,2,2,20150126,1,1,1,1,1,2,,3,1,1,14,7,1,,2,1,1,4,5,1,315,
8025,,,,1,2,2,2,2,2,2,2,2,2,2,20150126,1,3,2,1,2,2,,4,1,1,14,7,1,,4,1,2,1,5,1,1724,
8026,1,,1,1,2,2,2,1,2,2,2,2,2,2,20150112,1,8,2,3,,1,,1,1,1,34,7,1,4,2,1,1,1,2,3,694,75+
8027,,,,2,2,2,2,2,2,2,2,2,2,2,20150123,1,9,2,3,,2,,,,,34,7,1,,,,,,,3,627,
8028,,,,2,2,2,2,2,2,2,2,2,2,2,20150112,1,4,1,1,2,2,2,4,1,3,34,7,1,,4,2,4,1,5,,463,
8029,,,,1,2,2,2,1,2,1,2,1,2,2,20150125,1,4,1,1,2,2,,4,1,3,34,7,1,,4,2,3,1,5,,463,
8030,1,1,1,1,2,2,2,1,2,2,2,2,2,2,20150115,1,7,2,2,2,2,,4,1,3,34,7,1,6,4,2,1,1,2,3,4453,65+
8031,,,,2,2,2,2,2,2,2,2,2,2,2,20150124,1,3,1,1,2,2,,4,1,3,22,7,1,,4,2,2,1,5,1,639,
8032,1,1,1,2,2,2,2,2,2,2,2,2,2,2,20150116,1,8,1,3,,3,,3,2,3,34,7,1,6,,3,5,1,2,3,1911,55+
8033,1,1,1,2,2,2,2,2,2,2,2,2,2,2,20150123,1,10,2,3,,1,,1,1,0,34,7,1,1,,2,3,1,2,3,627,60+
8034,,,,1,2,2,2,2,2,2,2,2,2,2,20150128,1,4,2,1,2,2,,4,1,3,34,7,1,,,2,3,1,5,,484,
8035,,,,2,2,2,2,2,2,2,2,2,2,2,20150125,1,1,1,1,2,2,,4,1,2,34,7,1,,2,1,1,4,5,1,434,
8036,1,,1,1,1,2,2,2,2,2,2,2,2,2,20150113,1,7,2,3,,2,,2,2,2,22,7,1,3,2,,1,,,3,593,70+
8037,1,1,1,1,2,2,2,2,2,2,2,2,2,2,20150121,1,8,2,3,,2,,2,1,0,22,7,1,1,2,4,1,3,4,3,2965,65+
8038,,,,2,2,2,2,2,2,2,2,2,2,2,20150126,1,4,1,1,1,2,,3,1,3,34,7,1,,4,3,5,1,5,,347,
8039,1,2,1,2,2,2,2,2,2,2,2,2,2,2,20150120,1,9,1,3,,2,,2,1,1,34,7,1,2,2,3,4,2,3,3,1376,65+
8040,1,,1,1,2,2,2,1,2,2,2,2,2,2,20150123,1,9,2,3,,2,,2,1,1,14,7,1,4,2,4,1,3,4,3,712,65+
8041,,,,1,2,1,2,2,2,2,2,2,2,2,20140816,8,4,1,3,,3,2,4,1,3,34,7,2,,,5,5,2,3,3,249,
8042,,,,2,2,2,2,2,2,2,2,2,2,2,20150224,2,4,2,1,3,2,,5,1,2,34,7,1,,2,5,1,3,5,,1009,
8043,,,,1,1,2,2,1,2,2,2,2,2,2,20140815,8,6,2,2,1,2,,3,1,3,34,7,1,6,4,2,2,1,2,3,3340,
8044,,,,2,2,2,2,2,2,2,2,2,2,2,20150127,1,4,1,1,1,3,1,4,1,3,34,7,1,,4,2,5,1,5,,370,
8045,,,,1,2,2,2,2,2,2,2,2,2,2,20150120,1,2,2,1,2,2,,4,1,2,34,7,1,,2,1,1,1,5,1,574,
8046,,,,2,2,2,2,2,2,2,2,2,2,2,20140818,8,9,1,3,,2,,2,1,1,22,7,1,3,1,4,5,1,2,2,661,
8047,,,,2,2,2,2,2,2,2,2,2,2,2,20140819,8,9,2,3,,1,,1,1,1,14,7,1,4,2,2,2,1,2,3,356,
8048,,,,1,2,2,2,2,2,2,2,2,2,2,20140826,8,2,1,1,1,2,,3,1,2,34,7,2,,3,1,1,1,5,1,325,
8049,,,,1,2,2,2,2,2,2,2,2,2,2,20150116,1,1,1,1,3,2,,5,1,2,14,7,2,,2,1,,,,1,350,
8050,,,,2,2,2,2,2,2,2,2,2,2,2,20140821,8,2,1,1,1,3,,4,2,1,34,7,1,,4,,,,,1,325,
8051,1,2,1,1,2,2,2,2,2,2,2,2,2,2,20150121,1,10,2,3,,3,1,5,1,3,34,7,1,2,,2,1,2,3,3,783,70+
8052,,,,1,1,2,2,2,2,2,2,2,2,2,20140816,8,7,2,3,,1,,1,1,2,34,7,1,2,4,2,2,1,2,3,462,
8053,,,,2,2,2,2,2,2,2,2,2,2,2,20140817,8,9,1,3,,1,1,1,1,0,22,7,1,1,2,5,5,2,3,3,661,
8054,1,1,1,1,1,2,2,1,2,2,2,2,2,2,20150114,1,8,2,3,,1,,1,1,1,34,7,1,7,4,4,4,2,3,3,694,75+
8055,1,2,1,2,2,2,2,2,2,2,2,2,2,2,20150112,1,9,2,3,,1,,1,1,0,34,7,1,2,1,2,1,2,3,3,627,"Pas d’âge, santé implicite"
8056,,,,1,2,2,2,1,2,2,2,2,2,2,20150407,4,1,1,1,2,2,,4,1,2,34,7,2,,2,1,,,,1,434,
8057,1,2,1,1,2,2,2,2,2,2,2,2,2,2,20150406,4,4,1,2,2,3,1,5,1,3,34,7,1,,4,3,3,2,3,3,800,65+
8058,1,2,1,1,2,2,2,1,2,2,2,2,2,2,20150117,1,9,2,3,,2,,2,1,1,22,7,1,1,,2,1,2,3,3,595,50+
8059,1,1,1,2,2,2,2,2,2,2,2,2,2,2,20150111,1,10,2,3,,1,,1,2,1,34,7,1,4,2,2,2,1,2,3,157,
8060,,,,2,2,2,2,2,2,2,2,2,2,2,20150129,1,1,2,1,1,2,,3,1,0,22,7,1,,1,1,1,4,5,1,946,
8061,,,,1,1,2,,1,2,2,2,2,2,2,20140820,8,9,2,3,,1,,1,1,0,22,7,1,2,1,4,2,3,4,3,595,
8062,,,,2,2,2,1,2,2,2,2,2,2,2,20150330,3,1,2,1,1,1,,2,1,1,22,7,1,,1,1,1,4,5,1,315,
8063,,,,2,2,2,2,2,2,2,2,2,2,2,20140810,8,10,2,3,,1,,1,2,0,34,7,1,1,,4,1,3,4,3,313,
8064,1,2,1,1,2,2,2,1,2,2,2,2,2,2,20150116,1,8,1,3,,2,,2,1,2,34,7,1,2,2,5,4,3,4,3,2123,"Pas d’âge, santé implicite"
8065,,,,1,2,2,2,2,2,2,2,2,2,2,20150116,1,4,1,1,1,3,1,4,1,3,34,7,1,,4,2,5,1,5,,370,
8066,,,,2,2,2,2,2,2,2,2,2,2,2,20150408,4,1,1,1,1,2,,3,1,2,14,7,1,,2,1,1,4,5,1,210,
8067,1,1,1,1,1,2,2,1,2,2,2,2,2,2,20150116,1,7,2,3,,2,,2,1,2,34,7,1,2,2,3,4,1,2,3,925,60+
8068,,,,2,2,2,2,2,2,2,2,2,2,2,20140819,8,1,2,1,3,2,,5,1,2,34,7,2,,3,1,1,4,5,1,717,
8069,,,,2,2,2,2,2,2,2,2,2,2,2,20140826,8,2,1,1,2,2,,4,1,2,34,7,1,,3,1,1,1,5,1,434,
8070,,,,1,2,2,2,1,2,2,2,2,1,2,20140827,8,3,2,1,2,2,2,4,1,2,34,7,1,,3,,,,,1,807,
8071,,,,2,2,2,2,2,2,2,2,2,2,2,20140903,9,1,2,1,3,2,,5,1,2,22,7,1,,2,1,1,4,5,1,526,
8072,,,,1,2,2,2,1,2,2,2,2,2,2,20140828,8,4,1,1,1,2,,3,1,3,34,7,1,,3,3,5,1,5,,347,
8073,1,1,1,2,2,2,2,2,2,2,2,2,2,2,20150324,3,10,2,3,,1,,1,1,1,34,7,1,6,,1,1,3,4,3,313,90+
8074,,,,2,2,2,2,2,2,2,2,2,2,2,20140826,8,4,2,1,1,2,2,3,1,1,34,7,1,,3,1,1,1,5,,908,
8075,1,2,1,1,1,1,2,1,2,2,2,2,2,2,20150326,3,4,2,2,1,3,2,4,1,3,34,7,1,,1,2,4,1,2,3,836,60+
8076,1,2,1,2,2,2,2,2,2,2,2,2,2,2,20150319,3,10,2,3,,1,,1,1,0,14,7,1,6,,,,,,3,712,70+
8077,,,,1,2,2,2,2,2,,2,1,2,2,20150406,4,2,1,1,2,2,,4,1,2,34,7,1,,4,,,,,1,434,
8078,,,,1,2,1,1,2,2,2,2,2,2,2,20140811,8,8,2,3,,1,,1,2,1,22,7,1,2,4,3,4,1,2,3,494,
8079,,,,2,2,2,2,2,2,2,2,2,2,2,20140813,8,9,1,3,,2,,2,1,1,14,7,1,2,3,4,5,2,3,3,730,
8080,,,,1,2,2,2,2,2,2,2,2,2,2,20150313,3,3,1,1,3,2,,5,1,2,22,7,1,,4,3,1,3,5,1,1065,
8081,,,,2,2,2,2,2,2,2,2,2,2,2,20150407,4,2,2,1,2,2,,4,1,2,22,7,1,,4,1,1,1,5,1,421,
8082,,,,1,2,2,2,2,2,2,2,2,2,2,20150323,3,3,1,1,2,2,,4,1,2,14,7,1,,4,1,2,1,5,1,1737,
8083,,,,1,1,2,2,1,2,2,2,2,2,2,20140907,9,3,2,1,3,2,,5,1,2,14,7,1,,4,1,3,1,5,1,1436,
8084,,,,2,2,2,2,2,2,2,2,2,2,2,20140821,8,9,2,3,,2,2,2,1,1,34,7,1,2,2,4,2,3,4,3,627,
8085,,,,2,2,2,2,2,2,2,2,2,2,2,20140814,8,7,2,3,,2,,2,1,2,22,7,1,4,4,5,4,3,4,3,988,
8086,,,,1,2,2,2,1,2,2,2,2,2,2,20150407,4,1,1,1,3,3,,6,1,2,14,7,1,,4,1,,,,1,490,
